ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
157|Children's Center|0|''|12803 S Halsted Ave|Chicago|IL|60628|(773) 264-5171|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
158|Children's Center for Creative Learning - Western|The Children's Center for Creative Learning is a dedicated to providing a nurturing and stimulating environment while catering to the development of the whole child.  We foster the love of learning and take pride in the foundation we create to produce life-long learners.|''|7954-58 S Western Ave|Chicago|IL|60620|(773) 471-4927|http://www.childrenscenterchicago.com|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
159|Children's Home & Aid Freidheim Child and Family Center|The Englewood Friedheim Child and Family Center provides high quality family centered programming for children and their families ages 0-5. Early Head Start  Head Start    Pre School  for All and Home Visiting programs are available in a state of the art  facility with in door gross motor room  libr|''|1701 W 63rd St|Chicago|IL|60636|(773) 476-6998|http://childrenshomeandaid.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|COA, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
160|The Children's Place Early Learning Center|The Chicago-area's only early learning program designed to address the needs of HIV-affected children  the Early Learning Center provides high-quality early learning to build a solid foundation for school.  Specialized early education is provided to infants  toddlers and preschool-age children affec|''|1800 N. Humboldt Blvd.|Chicago|IL|60647|(773) 395-9193|http://www.childrens-place.org|''|False|True|''|''|''|''|7:00am-5:30pm|''|''|''|''|''|English, Spanish, Swahili|''|COA|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
161|Chinese American Service League|CASL is the largest  most comprehensive social service agency in the Midwest dedicated to serving the needs of Chinese Americans. At CASL  we welcome all who walk through our doors  providing child services  elder services  employment training services  family counseling  and housing and financial e|''|2141 S Tan Ct|Chicago|IL|60616|(312) 791-0454|http://caslservice.org|''|True|False|''|''|''|''|8:00am-6:00pm|''|''|''|''|''|English, Chinese (Simplified), Chinese (Traditional)|''|COA, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
162|Christopher House - Belmont Cragin|Christopher House is committed to helping families thrive.\n\nBelmont Cragin is Christopher House's newest center that will open SEPTEMBER 2013.  Christopher House is a catalyst for helping at-risk children from birth to age 18 thrive by taking a comprehensive approach to education and creating lifelo|''|5235 W Belden Ave|Chicago|IL|60639|(855) 318-8285|http://www.christopherhouse.org|''|False|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
163|Christopher House - Logan Square|Christopher House is committed to helping families thrive.\n\nChristopher House is a catalyst for helping at-risk children from birth to age 18 thrive by taking a comprehensive approach to education and creating lifelong learners. We focus on each child's overall growth and development which has a pos|''|3255 W Altgeld St|Chicago|IL|60647|(773) 235-4073|http://www.christopherhouse.org|''|False|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
164|Christopher House - Uptown|Christopher House is committed to helping families thrive. Christopher House is a catalyst for helping at-risk children from birth to age 18 thrive by taking a comprehensive approach to education and creating lifelong learners. We focus on each child's overall growth and development which has a posi|''|4701 N Winthrop Ave|Chicago|IL|60640|(773) 769-4540|http://www.christopherhouse.org|''|False|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Farsi, French, Korean, Spanish, Urdu, Yoruba|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
165|City Colleges of Chicago - Kennedy King|City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College  Daley College  Kennedy King College  Malcolm X College  Olive Harvey College. \nVision:\nThe Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality mod|''|710 W 65th St|Chicago|IL|60621|(773) 602-5481|0|''|True|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
166|City Colleges of Chicago - Malcom X|City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College  Daley College  Kennedy King College  Malcolm X College  Olive Harvey College. \nVision:\nThe Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality mod|''|1900 W Van Buren St|Chicago|IL|60612|(312) 850-7490|0|''|True|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Russian|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
167|City Colleges of Chicago - Olive Harvey|City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College  Daley College  Kennedy King College  Malcolm X College  Olive Harvey College. \nVision:\nThe Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality mod|''|10001 S Woodlawn Ave  #1105|Chicago|IL|60628|(773) 291-6317|0|''|True|True|''|''|''|''|7:30am-5:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
168|City Colleges of Chicago - Richard J. Daley|City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College  Daley College  Kennedy King College  Malcolm X College  Olive Harvey College. \nVision:\nThe Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality mod|''|7500 S Pulaski Rd  #1120|Chicago|IL|60652|(773) 838-7561|0|''|True|True|''|''|''|''|8:00am-3:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
169|City Colleges of Chicago - Truman|City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College  Daley College  Kennedy King College  Malcolm X College  Olive Harvey College. \nVision:\nThe Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality mod|''|1145 W Wilson Ave|Chicago|IL|60640|(773) 907-4740|0|''|False|True|''|''|''|''|7:45am-5:30pm|''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
170|Concordia Place - Seeley|Concordia Place serves children ages two to five. We have been NAEYC accredited since 1998. \n\nConcordia uses a sliding tuition scale so that we may serve all families  regardless of income. The result is that families can afford to remain in the workforce and raise their children.  More than half of|''|3855 N Seeley St|Chicago|IL|60618|(773) 935-3739|http://www.concordiaplace.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
171|Concordia Place - Whipple|Concordia Place serves children ages 6 weeks to 12 years and is NAEYC Accredited. \n\nConcordia uses a sliding tuition scale so that we may serve all families  regardless of income. The result is that families can afford to remain in the workforce and raise their children.  More than half of our enrol|''|3300 N Whipple St|Chicago|IL|60618|(773) 463-1600|http://www.concordiaplace.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
172|Dorsey Developmental Institute|The educational concept of our center is: That children learn and develop best in a secure  loving environment. Since we are concerned with the whole child  our curriculum encompasses a balance  of development in all areas. Our staff is dedicated to helping children grow at their natural pace by bui|''|2050 E 93rd St|Chicago|IL|60617|(773) 375-4300|0|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Italian, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|High
173|State of Illinois Child Development Center|Our center is located in the heart of downtown Chicago. We are conveniently located by all public transportation.  Most of our parents have government positions.  We have 5 classrooms ranging from 2 through Kindergarten and we offer a summer cultural camp for children ages 6-12 years.  We have a bea|''|160 N LaSalle St  #201|Chicago|IL|60601|(312) 814-4782|http://www.earlychildcareservices.com|''|False|True|''|''|''|''|7:30am-6:00pm|''|''|''|''|''|English, Bulgarian, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
175|El Hogar Del Ni¤o|For over 44 years  El Hogar del Ni?o Preschool has offered exceptional bilingual education to prepare children for success in kindergarten  through school  and in life. We serve children from 15 months to 12 years old at low- or no-cost  and we can also accommodate children under 15 months through o|''|1710 S Loomis Ave|Chicago|IL|60608|(312) 733-5584|http://elhogardelnino.org|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
176|Erie Neighborhood House|Erie has blazed trails in finding solutions to the pressing need for affordable  high-quality child care for low-income families in the Chicago metropolitan area.  Our child care programs focus on healthy learning and development for young children  while their parents are working  attending school |''|1701 W Superior St|Chicago|IL|60622|(312) 563-5800|http://eriehouse.org|''|True|False|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Spanish, Ukrainian|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
177|Eyes on the Future|A NAEYC accredited child development center whose mission is to provide high quality early care and education to chidlren 15 months to twelve years of age through a positive and responsive relationship as well as through a sound curriculum that provides for physical  socio-emotional  cognitive and l|''|6969 N Ravenswood Ave|Chicago|IL|60626|(773) 973-0771|0|''|False|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Amharic, Philipino (Tagalog), Spanish, Tigrinya|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
178|Fairyland Nursery School|Fairyland provides a safe  nurturing and developmentally appropriate program which fosters active learning  support for the whole child and a child centered environment. \nWe strive for excellence. We respect and support families. We respect and appreciate diversity.\nOur responsibility is to provide |''|4350 N Milwaukee Ave|Chicago|IL|60630|(773) 725-1246|http://www.fairylandschool.com|''|False|True|''|''|''|''|6:00am-6:00pm |''|''|''|''|''|English, Philipino (Tagalog), Polish, Spanish, Ukrainian|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|High
179|Gads Hill Center - Kove Learning Academy|Kove Learning Academy provides high-quality early education programming to children ages 3-5.|''|3137 W 71st St|Chicago|IL|60629|(773) 476-3083|http://www.gadshillcenter.org|''|True|True|''|''|''|''|7:00am-5:00pm|''|''|''|''|''|English, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|High
180|Gads Hill Center - Ogden|Gads Hill Center  a social service organization established in 1898  creates opportunities for children and their families to build a better life through education  access to resources  and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 |''|2653 W Ogden Ave|Chicago|IL|60608|(773) 521-1196|http://www.gadshillcenter.org|''|True|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
181|Happy Holiday Nursery & Kindergarten|Happy Holiday Nursery & Kindergarten is an early learning program that is committed to excellence in early education and child care with families who have a willing spirit of collaborative participation in their child's social-emotional  cognitive  language and physical development.|''|401 E 111th St|Chicago|IL|60628|(773) 821-7009|0|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
182|Henry Booth House - Hegewisch|0|''|2725 E 130th St|Chicago|IL|60633|(773) 626-3997|0|''|True|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
183|Henry Booth House - Hope for Youth|0|''|5900 W Iowa St|Chicago|IL|60651|(773) 626-0322|0|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
184|Henry Booth House - Near South|0|''|2929 S Wabash Ave|Chicago|IL|60616|(312) 791-0424|0|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Chinese (Simplified), Chinese (Traditional), Mandarin and Cantonese|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|High
