ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
414|Daniel J Corkery ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2510 S Kildare Ave|Chicago|IL|60623|(773) 534-1650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609870|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
415|Daniel R Cameron ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1234 N Monticello Ave|Chicago|IL|60651|(773) 534-4290|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609835|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
416|Daniel S Wentworth ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7007 S Loomis|Chicago|IL|60636|(773) 535-3394|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610223 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
417|Daniel Webster ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4055 W Arthington St|Chicago|IL|60624|(773) 534-6925|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610221 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
418|David G Farragut Career Academy High School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2345 S Christiana Ave|Chicago|IL|60623|(773) 534-1300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609704|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
419|Dewey Elementary Academy of Fine Arts|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|638 W 54th Pl|Chicago|IL|60609|(773) 535-1666|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609885|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
420|DeWitt Clinton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6110 N Fairfield Ave|Chicago|IL|60659|(773) 534-2025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609859|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
421|Donald Morrill Math & Science ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6011 S Rockwell St|Chicago|IL|60629|(773) 535-9288|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610077|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
422|Douglas Taylor ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|9912 S Avenue H|Chicago|IL|60617|(773) 535-6240|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610198 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
423|Dr. Jorge Prieto Math and Science Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2231 N Central Ave|Chicago|IL|60639|(773) 534-0210|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610533|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
424|Dr. Martin L. King Jr. Academy of Social Justice|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|644 W 71st St|Chicago|IL|60621|(773) 535-3875|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610299|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
425|Dunne Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|10845 S Union Ave|Chicago|IL|60628|(773) 535-5517|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610188|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
426|Durkin Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8445 S Kolin Ave|Chicago|IL|60652|(773) 535-2322|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610352|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
427|Dvorak Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3615 W 16th St|Chicago|IL|60623|(773) 534-1690|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610254|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
428|Edison Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6220 N Olcott Ave|Chicago|IL|60631|(773) 534-0960|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610523|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
429|Edmond Burke ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5356 S King Dr|Chicago|IL|60615|(773) 535-1325|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609819|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
430|Edward A Bouchet Math & Science Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7355 S Jeffery Blvd|Chicago|IL|60649|(773) 535-0501|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609815|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
431|Edward Beasley Elementary Magnet Academic Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5165 S State St|Chicago|IL|60609|(773) 535-1230|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610246|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
432|Edward Coles Elementary Language Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8441 S Yates Blvd|Chicago|IL|60617|(773) 535-6550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609862|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
433|Edward Everett ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3419 S Bell Ave|Chicago|IL|60608|(773) 535-4550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609909|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
434|Edward Jenner Elementary Academy of the Arts|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1119 N Cleveland Ave|Chicago|IL|60610|(773) 534-8440|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610012|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
435|Edward K Ellington ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|243 N Parkside Ave|Chicago|IL|60644|(773) 534-6361|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609904|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
436|Edward N Hurley ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3849 W 69th Pl|Chicago|IL|60629|(773) 535-2068|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610006|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
437|Edward White Elementary Career Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1136 W 122nd St|Chicago|IL|60643|(773) 535-5672|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610315 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
438|Eli Whitney ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2815 S Komensky Ave|Chicago|IL|60623|(773) 534-1560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610227 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
439|Eliza Chappell ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2135 W Foster Ave|Chicago|IL|60625|(773) 534-2390|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609852|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
