ECMKey|Site_Name|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
471|George M Pullman Elementary School|11311 S Forrestville Ave|Chicago|IL|60628|773-535-5395|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610139|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
472|George Manierre Elementary School|1420 N Hudson Ave|Chicago|IL|60610|773-534-8456|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610048|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
473|George Rogers Clark Elementary School|1045 S Monitor Ave|Chicago|IL|60644|773-534-6225|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609795|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
474|George W Curtis Elementary School|32 E 115th St|Chicago|IL|60628|773-535-5050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609900|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
475|George W Tilton Elementary School|223 N Keeler Ave|Chicago|IL|60624|773-534-6746|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610202 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|13 Oct 2016 10:58:33:000|Silver|Low
476|George Washington Carver Primary School|902 E 133rd Pl|Chicago|IL|60827|773-535-5674|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609845|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
477|George Washington Elementary School|3611 E 114th St|Chicago|IL|60617|773-535-5010|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610219 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
478|Gerald Delgado Kanoon Elementary Magnet School|2233 S Kedzie Ave|Chicago|IL|60623|773-534-1736|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609920|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
479|Grover Cleveland Elementary School|3121 W Byron St|Chicago|IL|60618|773-534-5130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609857|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
480|Hannah G Solomon Elementary School|6206 N Hamlin Ave|Chicago|IL|60659|773-534-5226|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610182 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
481|Hanson Park Elementary School|5411 W Fullerton Ave|Chicago|IL|60639|773-534-3100|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610068|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
482|Harold Washington Elementary School|9130 S University Ave|Chicago|IL|60619|773-535-6225|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610124 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
483|Harriet Beecher Stowe Elementary School|3444 W Wabansia Ave|Chicago|IL|60647|773-534-4175|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610192 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
484|Harriet E Sayre Elementary Language Academy|1850 N Newland Ave|Chicago|IL|60707|773-534-3351|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610158 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
485|Helen M Hefferan Elementary School|4409 W Wilcox St|Chicago|IL|60624|773-534-6192|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609985|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
486|Helen Peirce International Studies Elementary School|1423 W Bryn Mawr Ave|Chicago|IL|60660|773-534-2440|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610122|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
487|Helge A Haugan Elementary School|4540 N Hamlin Ave|Chicago|IL|60625|773-534-5040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609972|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
488|Henry Clay Elementary School|13231 S Burley Ave|Chicago|IL|60633|773-535-5600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609856|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
489|Henry D Lloyd Elementary School|2103 N Lamon Ave|Chicago|IL|60639|773-534-3070|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610040|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
490|Henry H Nash Elementary School|4837 W Erie St|Chicago|IL|60644|773-534-6125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610092|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
491|Henry O Tanner Elementary School|7350 S Evans Ave|Chicago|IL|60619|773-535-3870|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610279 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
492|Hiram H Belding Elementary School|4207 W Irving Park Road|Chicago|IL|60641|773-534-3590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609798|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
493|Horace Greeley Elementary School|832 W Sheridan Rd|Chicago|IL|60613|773-534-5800|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609850|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
494|Horace Mann Elementary School|8050 S Chappel Ave|Chicago|IL|60617|773-535-6640|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610052|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
495|Ida B Wells Preparatory Elementary Academy|249 E 37th St|Chicago|IL|60653|773-535-1204|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610110 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
496|Ira F Aldridge Elementary School|630 E 131st St|Chicago|IL|60827|773-535-5614|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609848|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
497|Irma C Ruiz Elementary School|2410 S Leavitt St|Chicago|IL|60608|773-535-4825|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610125|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
498|Irvin C Mollison Elementary School|4415 S Dr Martin L King Jr Dr|Chicago|IL|60653|773-535-1804|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610276|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
499|Isabelle C O'Keeffe Elementary School|6940 S Merrill Ave|Chicago|IL|60649|773-535-0600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610103|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
500|Jackie Robinson Elementary School|4225 S Lake Park Ave|Chicago|IL|60653|773-535-1777|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610256|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
501|Jacob Beidler Elementary School|3151 W Walnut St|Chicago|IL|60612|773-534-6811|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609797|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
502|James B Farnsworth Elementary School|5414 N Linder Ave|Chicago|IL|60630|773-534-3535|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609912|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
503|James B McPherson Elementary School|4728 N Wolcott Ave|Chicago|IL|60640|773-534-2625|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610070|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
504|James G Blaine Elementary School|1420 W Grace St|Chicago|IL|60613|773-534-5750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609803|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
505|James Hedges Elementary School|4747 S Winchester Ave|Chicago|IL|60609|773-535-7360|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609983|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
506|James Madison Elementary School|7433 S Dorchester Ave|Chicago|IL|60619|773-535-0551|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610047|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
507|James Monroe Elementary School|3651 W Schubert Ave|Chicago|IL|60647|773-534-4155|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610074|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
508|James N Thorp Elementary School|8914 S Buffalo Ave|Chicago|IL|60617|773-535-6250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610200 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
509|James Otis Elementary School|525 N Armour St|Chicago|IL|60642|773-534-7665|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610107|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Medium
510|James R Doolittle Jr Elementary School|535 E 35th st|Chicago|IL|60616|773-535-1040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609891|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
511|James Russell Lowell Elementary School|3320 W Evergreen Ave|Chicago|IL|60651|773-534-4300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610044|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
512|James Shields Elementary School|4250 S Rockwell St|Chicago|IL|60632|773-535-7285|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610174 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
513|James Wadsworth Elementary School|6650 S Ellis Ave|Chicago|IL|60637|773-535-0730|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610213 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
514|James Ward Elementary School|2701 S Shields Ave|Chicago|IL|60616|773-534-9050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610217 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
515|James Weldon Johnson Elementary School of Excellence|1420 S Albany Ave|Chicago|IL|60623|773-534-1829|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610274|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:41:14:000|Gold|Low
516|Jane A Neil Elementary School|8555 S Michigan Ave|Chicago|IL|60619|773-535-3000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610093|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
517|Jane Addams Elementary School|10810 S Avenue H|Chicago|IL|60617|773-535-6210|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609772|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
518|Jean Baptiste Beaubien Elementary School|5025 N Laramie Ave|Chicago|IL|60630|773-534-3500|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609796|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
519|Jensen Elementary Scholastic Academy|3030 W Harrison St|Chicago|IL|60612|773-534-6840|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610271|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|29 Sep 2016 15:11:43:000|Licensed|Low
520|Jesse Owens Elementary Community Academy|12450 S State St|Chicago|IL|60628|773-535-5475|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609943|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
521|Jesse Sherwood Elementary School|245 W 57th St|Chicago|IL|60621|773-535-0829|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610173 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
522|Johann W von Goethe Elementary School|2236 N Rockwell St|Chicago|IL|60647|773-534-4135|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609942|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
523|John A Walsh Elementary School|2015 S Peoria St|Chicago|IL|60608|773-534-7950|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610216 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
524|John B Drake Elementary School|2710 S Dearborn St|Chicago|IL|60616|773-534-9129|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609894|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
525|John B Murphy Elementary School|3539 W Grace St|Chicago|IL|60618|773-534-5223|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610089|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
526|John Barry Elementary School|4634 W Diversey Ave|Chicago|IL|60641|773-534-3455|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609789|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
527|John C Burroughs Elementary School|3542 S Washtenaw Ave|Chicago|IL|60632|773-535-7226|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609829|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
528|John C Dore Elementary School|6108 S Natoma Ave|Chicago|IL|60638|773-535-2080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609893|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
529|John Charles Haines Elementary School|247 W 23rd Pl|Chicago|IL|60616|773-534-9200|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609959|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
530|John D Shoop Math-Science Technical Academy Elementary School|11140 S Bishop St|Chicago|IL|60643|773-535-2715|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610176 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
531|John Fiske Elementary School|6020 S Langley Ave|Chicago|IL|60637|773-535-0990|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609919|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|29 Sep 2016 08:34:40:000|Silver|High
532|John Foster Dulles Elementary School of Excellence|6311 S Calumet Ave|Chicago|IL|60637|773-535-0690|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610263|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:56:05:000|Licensed|Low
533|John Greenleaf Whittier Elementary School|1900 W 23rd St|Chicago|IL|60608|773-535-4590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610228 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
534|John H Hamline Elementary School|4652 S Bishop St|Chicago|IL|60609|773-535-4565|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609964|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
535|John H Kinzie Elementary School|5625 S Mobile Ave|Chicago|IL|60638|773-535-2425|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610026|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
536|John Harvard Elementary School|7525 S Harvard Ave|Chicago|IL|60620|773-535-3045|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609971|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
537|John Hay Elementary Community Academy|1018 N Laramie Ave|Chicago|IL|60651|773-534-6000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609975|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
538|John J Audubon Elementary School|3500 N Hoyne Ave|Chicago|IL|60618|773-534-5470|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609782|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
539|John J Pershing Elementary Humanities Magnet|3200 S Calumet Ave|Chicago|IL|60616|773-534-9272|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610126|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
540|John L Marsh Elementary School|9822 S Exchange Ave|Chicago|IL|60617|773-535-6430|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610054|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
541|John M Smyth Elementary School|1059 W 13th St|Chicago|IL|60608|773-534-7180|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610180 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
542|John Milton Gregory Elementary School|3715 W Polk St|Chicago|IL|60624|773-534-6820|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609954|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|29 Sep 2016 14:30:10:000|Silver|Low
543|John Palmer Elementary School|5051 N Kenneth Ave|Chicago|IL|60630|773-534-3704|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610111|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
544|John Spry Elementary Community School|2400 S Marshall Blvd|Chicago|IL|60623|773-534-1700|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610184 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
545|John T McCutcheon Elementary School|4865 N Sheridan Rd|Chicago|IL|60640|773-534-2680|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610269|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
546|John T Pirie Fine Arts & Academic Center Elementary School|650 E 85th St|Chicago|IL|60619|773-535-3435|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610130|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
547|John W Cook Elementary School|8150 S Bishop St|Chicago|IL|60620|773-535-3315|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609864|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
548|John Whistler Elementary School|11533 S Ada St|Chicago|IL|60643|773-535-5560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610225 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|24 Oct 2016 13:02:56:000|Silver|Low
549|Johnnie Colemon Elementary Academy|1441 W 119th St|Chicago|IL|60643|773-535-3975|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610199|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
550|Jonathan Burr Elementary School|1621 W Wabansia Ave|Chicago|IL|60622|773-534-4090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609828|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
551|Jonathan Y Scammon Elementary School|4201 W Henderson St|Chicago|IL|60641|773-534-3475|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610159 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
552|Jordan Elementary Community School|7414 N Wolcott Ave|Chicago|IL|60626|773-534-2220|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609865|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
553|Jose De Diego Elementary Community Academy|1313 N Claremont Ave|Chicago|IL|60622|773-534-4451|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610313|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
554|Josefa Ortiz De Dominguez Elementary School|3000 S Lawndale Ave|Chicago|IL|60623|773-534-1600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609950|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
555|Joseph Brennemann Elementary School|4251 N Clarendon Ave|Chicago|IL|60613|773-534-5766|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610242|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
556|Joseph E Gary Elementary School|3740 W 31st St|Chicago|IL|60623|773-534-1455|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609938|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
557|Joseph Jungman Elementary School|1746 S Miller St|Chicago|IL|60608|773-534-7375|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610015|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
558|Joseph Kellman Corporate Community Elementary School|3030 W Arthington St|Chicago|IL|60612|773-534-6602|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609925|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
